STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,MARKET_TYPE,Market type,PHARMACEUTICAL,Pharmaceutical,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,KOR,Korea,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2023,,37,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2011,,11.3,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2011,,25.2,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2012,,42.7,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2012,,12.5,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2013,,10.7,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2013,,41.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2014,,43.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2014,,11.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2015,,11.6,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2015,,46.5,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2016,,36.9,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2016,,10.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2017,,8.3,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2017,,42,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2018,,40.1,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2018,,8.3,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2019,,5.2,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2019,,52,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2020,,67,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2020,,7.3,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2021,,6,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2021,,90.7,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2022,,94.3,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2022,,4.7,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2023,,5.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2023,,95.5,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2024,,104,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2024,,5.9,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2010,,36.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2010,,19.2,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2011,,20.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2011,,37.2,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2012,,40.5,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2012,,23.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2013,,24.7,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2013,,41.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2014,,41.7,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2014,,25.7,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2015,,27.9,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2015,,41,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2016,,40.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2016,,29.3,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2017,,32.1,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2017,,37.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2018,,33.7,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2018,,31.3,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2019,,35.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2019,,32.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2020,,29.6,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2020,,36.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2021,,37.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2021,,25,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2022,,22.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2022,,40.1,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2023,,42.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2023,,22.5,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2010,,21.9,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2010,,9.1,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2011,,8.9,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2011,,24.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2012,,26.1,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2012,,8.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2013,,9.2,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2013,,29.7,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2014,,29.9,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2014,,9.2,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2015,,8.3,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2015,,28.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2016,,29.3,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2016,,8.2,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2017,,8.3,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2017,,30.9,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2018,,33.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2018,,8.6,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2019,,9.9,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2019,,35.9,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2020,,39,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2020,,9.1,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2021,,9.5,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2021,,41.5,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2022,,34.5,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2022,,8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2023,,10.1,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2023,,47.9,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,TUR,Türkiye,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2010,,2.4,,,,,,,,0,Units,,
